Titel	Re­gister­typ	Re­gister	Divi­sions­faktor	Ein­heit	Vari­ablen­größe	Mindest­wert	Höchst­wert	Stan­dard­wert	
Raumfühler Faktor Klimatisierungssystem 7, Kühlung	MODBUS_HOLDING_REGISTER	990	10		u8	0	60	10
Raumfühler Faktor Klimatisierungssystem 6, Kühlung	MODBUS_HOLDING_REGISTER	991	10		u8	0	60	10
Raumfühler Faktor Klimatisierungssystem 5, Kühlung	MODBUS_HOLDING_REGISTER	992	10		u8	0	60	10
Raumfühler Faktor Klimatisierungssystem 4, Kühlung	MODBUS_HOLDING_REGISTER	993	10		u8	0	60	10
Raumfühler Faktor Klimatisierungssystem 3, Kühlung	MODBUS_HOLDING_REGISTER	994	10		u8	0	60	10
Raumfühler Faktor Klimatisierungssystem 2, Kühlung	MODBUS_HOLDING_REGISTER	995	10		u8	0	60	10
Raumfühler Faktor Klimatisierungssystem 1, Kühlung	MODBUS_HOLDING_REGISTER	996	10		u8	0	60	10
Sollwert (RH)	MODBUS_HOLDING_REGISTER	997	1	%	s8	30	90	60
HTS 1	MODBUS_HOLDING_REGISTER	998	1		u8	0	1	0
OPT	MODBUS_HOLDING_REGISTER	1015	1		u8	0	1	0
GM Startdifferenz (OPT)	MODBUS_HOLDING_REGISTER	1016	1	GM	s16	10	2000	700
Abluftventilator Drehzahl 4 (ERS 1)	MODBUS_HOLDING_REGISTER	1021	1	%	u8	0	100	100
Abluftventilator Drehzahl 3 (ERS 1)	MODBUS_HOLDING_REGISTER	1022	1	%	u8	0	100	80
Abluftventilator Drehzahl 2 (ERS 1)	MODBUS_HOLDING_REGISTER	1023	1	%	u8	0	100	30
Abluftventilator Drehzahl 1 (ERS 1)	MODBUS_HOLDING_REGISTER	1024	1	%	u8	0	100	0
Abluftventilator Drehzahl normal (ERS 1)	MODBUS_HOLDING_REGISTER	1025	1	%	u8	1	100	75
S135	MODBUS_HOLDING_REGISTER	1035	1		u8	0	1	0
Pumpendrehzahl (S135)	MODBUS_HOLDING_REGISTER	1036	1	%	u8	1	100	70
Bypasstemp. (ERS 1)	MODBUS_HOLDING_REGISTER	1044	1	°C	u8	2	10	4
Pool Pumpentyp	MODBUS_HOLDING_REGISTER	1045	1		u8	0	1	1
Externes Kühlzubehör Pumpentyp	MODBUS_HOLDING_REGISTER	1046	1		u8	0	1	1
Volumenstromsensor aktiviert X22	MODBUS_HOLDING_REGISTER	1049	1		u8	0	1	0
Max. interne Zusatzheizung SG Ready	MODBUS_HOLDING_REGISTER	1052	100	kW	s16	0	900	900
Hysterese (OPT)	MODBUS_HOLDING_REGISTER	1066	1		s16	10	2000	100
PV-Modul beeinflusst Erwärmung (EME)	MODBUS_HOLDING_REGISTER	1069	1		u8	0	1	0
PV-Modul beeinflusst Brauchwasser (EME)	MODBUS_HOLDING_REGISTER	1070	1		u8	0	1	0
Verzögerung EME	MODBUS_HOLDING_REGISTER	1071	1		u16	0	0	0
AUX Blockierung (OPT)	MODBUS_HOLDING_REGISTER	1095	1		u8	0	0	0
Außenluftbeimischung	MODBUS_HOLDING_REGISTER	1096	1		u8	0	1	0
Smart-Home-Raumtemperatursteuerung	MODBUS_HOLDING_REGISTER	1102	1		u8	0	1	0
Smart Energy Source	MODBUS_HOLDING_REGISTER	1105	1		u8	0	1	0
Kontrollmethode, smart energy source	MODBUS_HOLDING_REGISTER	1106	1		u8	0	1	0
Stromtarif, spezial, smart energy source	MODBUS_HOLDING_REGISTER	1107	1		u8	0	2	0
Stromtarif, fest, smart energy source	MODBUS_HOLDING_REGISTER	1108	1		u16	0	10000	100
Stromtarif, smart energy source	MODBUS_HOLDING_REGISTER	1109	1		u8	0	1	0
Stromtarif, fest, smart energy source	MODBUS_HOLDING_REGISTER	1110	1		u16	0	10000	100
Stromtarif, smart energy source	MODBUS_HOLDING_REGISTER	1111	1		u8	0	3	0
Stromtarif, fest, smart energy source	MODBUS_HOLDING_REGISTER	1112	1		u16	0	10000	100
Stromtarif, smart energy source	MODBUS_HOLDING_REGISTER	1113	1		u8	0	1	0
Stromtarif, fest, smart energy source	MODBUS_HOLDING_REGISTER	1114	1		u16	0	10000	100
Stromtarif, smart energy source	MODBUS_HOLDING_REGISTER	1115	1		u8	0	1	0
Stromtarif, fest, smart energy source	MODBUS_HOLDING_REGISTER	1116	1		u16	0	10000	100
Primärenergiefaktor, smart energy source	MODBUS_HOLDING_REGISTER	1117	10		u8	0	50	25
Primärenergiefaktor, MV-Zusatzheizung smart energy source	MODBUS_HOLDING_REGISTER	1118	10		u8	0	50	10
Primärenergiefaktor, externe Stufen-Zusatzheizung smart energy source	MODBUS_HOLDING_REGISTER	1119	10		u8	0	50	10
Primärenergiefaktor, OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1120	10		u8	0	50	10
OPT10, hoher Tarifpreis smart energy source	MODBUS_HOLDING_REGISTER	1121	1		u16	1	10000	100
OPT10, niedriger Tarifpreis smart energy source	MODBUS_HOLDING_REGISTER	1122	1		u16	1	10000	100
externe Stufen-Zusatzheizung, hoher Tarifpreis smart energy source	MODBUS_HOLDING_REGISTER	1123	1		u16	1	10000	100
externe Stufen-Zusatzheizung, niedriger Tarifpreis smart energy source	MODBUS_HOLDING_REGISTER	1124	1		u16	1	10000	100
MV-Zusatzheizung, hoher Tarifpreis smart energy source	MODBUS_HOLDING_REGISTER	1125	1		u16	1	10000	100
MV-Zusatzheizung, niedriger Tarifpreis smart energy source	MODBUS_HOLDING_REGISTER	1126	1		u16	1	10000	100
Stromtarif fest, hoher Tarif smart energy source	MODBUS_HOLDING_REGISTER	1127	1		u16	1	10000	100
Stromtarif fest, niedriger Tarif smart energy source	MODBUS_HOLDING_REGISTER	1128	1		u16	1	10000	100
Stromtarif variabel, hoher Tarif smart energy source	MODBUS_HOLDING_REGISTER	1129	1		u16	1	10000	100
Stromtarif variabel, niedriger Tarif smart energy source	MODBUS_HOLDING_REGISTER	1130	1		u16	1	10000	100
GM Startquelle, Vorrang 5  smart energy source	MODBUS_HOLDING_REGISTER	1131	1		s16	100	2000	400
GM Startquelle, Vorrang 4  smart energy source	MODBUS_HOLDING_REGISTER	1132	1		s16	100	2000	400
GM Startquelle, Vorrang 3  smart energy source	MODBUS_HOLDING_REGISTER	1133	1		s16	100	2000	400
GM Startquelle, Vorrang 2  smart energy source	MODBUS_HOLDING_REGISTER	1134	1		s16	100	2000	400
GM Startquelle, Vorrang 1  smart energy source	MODBUS_HOLDING_REGISTER	1135	1		s16	-2000	-10	-60
Starttag, Tarif smart energy source	MODBUS_HOLDING_REGISTER	1136	1		u8	1	31	1
Endtag, Tarif smart energy source	MODBUS_HOLDING_REGISTER	1137	1		u8	1	31	31
Startmonat, Tarif smart energy source	MODBUS_HOLDING_REGISTER	1138	1		u8	1	12	1
Endmonat, Tarif smart energy source	MODBUS_HOLDING_REGISTER	1139	1		u8	1	12	12
Starttag, fester Tarif smart energy source	MODBUS_HOLDING_REGISTER	1172	1		u8	1	31	1
Endtag, fester Tarif smart energy source	MODBUS_HOLDING_REGISTER	1173	1		u8	1	31	31
Startmonat, fester Tarif smart energy source	MODBUS_HOLDING_REGISTER	1174	1		u8	1	12	1
Endmonat, fester Tarif smart energy source	MODBUS_HOLDING_REGISTER	1175	1		u8	1	12	12
Starttag, Tarif OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1208	1		u8	1	31	1
Endtag, Tarif OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1209	1		u8	1	31	31
Startmonat, Tarif OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1210	1		u8	1	12	1
Endmonat, Tarif OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1211	1		u8	1	12	12
Starttag Tarif, MV-Zusatzheizung smart energy source	MODBUS_HOLDING_REGISTER	1244	1		u8	1	31	1
Endtag Tarif, MV-Zusatzheizung  smart energy source	MODBUS_HOLDING_REGISTER	1245	1		u8	1	31	31
Startmonat Tarif, MV-Zusatzheizung smart energy source	MODBUS_HOLDING_REGISTER	1246	1		u8	1	12	1
Endmonat Tarif, MV-Zusatzheizung smart energy source	MODBUS_HOLDING_REGISTER	1247	1		u8	1	12	12
Starttag Tarif, externe Stufen-Zusatzheizung smart energy source	MODBUS_HOLDING_REGISTER	1280	1		u8	1	31	1
Endtag Tarif, externe Stufen-Zusatzheizung  smart energy source	MODBUS_HOLDING_REGISTER	1281	1		u8	1	31	31
Startmonat Tarif, externe Stufen-Zusatzheizung smart energy source	MODBUS_HOLDING_REGISTER	1282	1		u8	1	12	1
Endmonat Tarif, externe Stufen-Zusatzheizung smart energy source	MODBUS_HOLDING_REGISTER	1283	1		u8	1	12	12
Max. Diff., SES Prio 1 Energiequelle	MODBUS_HOLDING_REGISTER	1326	10	°C	s16	10	250	100
Max. Diff., SES niedrigere Prio Energiequelle	MODBUS_HOLDING_REGISTER	1327	10	°C	s16	10	250	70
(EB101) installiert	MODBUS_HOLDING_REGISTER	1550	1		u8	0	1	1
EME20	MODBUS_HOLDING_REGISTER	4000	1		u8	0	1	0
Istleistung	MODBUS_INPUT_REGISTER	2176	1	W	u32	0	0	0
id:6012	MODBUS_HOLDING_REGISTER	4008	1	%	u8	1	100	70
id:6028	MODBUS_INPUT_REGISTER	1993	1		u8	0	0	0
id:6029	MODBUS_INPUT_REGISTER	1994	1		u16	0	0	0
Durchschn. Gesamtleistung (EME 20)	MODBUS_INPUT_REGISTER	2178	100	kW	u32	0	0	0
Gesamtenergie	MODBUS_INPUT_REGISTER	2180	10	kWh	s32	0	0	0
ERS 2	MODBUS_HOLDING_REGISTER	4076	1		u8	0	1	0
ERS 3	MODBUS_HOLDING_REGISTER	4077	1		u8	0	1	0
ERS 4	MODBUS_HOLDING_REGISTER	4078	1		u8	0	1	0
id:6486	MODBUS_HOLDING_REGISTER	4135	1		u8	0	1	0
id:6756	MODBUS_INPUT_REGISTER	2004	10	%RH	s16	0	0	0
id:6757	MODBUS_INPUT_REGISTER	2005	10	%RH	s16	0	0	0
id:6758	MODBUS_INPUT_REGISTER	2006	10	%RH	s16	0	0	0
HTS 2	MODBUS_HOLDING_REGISTER	1981	1		u8	0	1	0
HTS 3	MODBUS_HOLDING_REGISTER	1982	1		u8	0	1	0
HTS 4	MODBUS_HOLDING_REGISTER	1983	1		u8	0	1	0
Externe Justierung, Kühlung Klimatisierungssystem 8	MODBUS_HOLDING_REGISTER	4138	1		s8	-10	10	0
Externe Justierung, Kühlung Klimatisierungssystem 7	MODBUS_HOLDING_REGISTER	4139	1		s8	-10	10	0
Externe Justierung, Kühlung Klimatisierungssystem 6	MODBUS_HOLDING_REGISTER	4140	1		s8	-10	10	0
Externe Justierung, Kühlung Klimatisierungssystem 5	MODBUS_HOLDING_REGISTER	4141	1		s8	-10	10	0
Externe Justierung, Kühlung Klimatisierungssystem 4	MODBUS_HOLDING_REGISTER	4142	1		s8	-10	10	0
Externe Justierung, Kühlung Klimatisierungssystem 3	MODBUS_HOLDING_REGISTER	4143	1		s8	-10	10	0
Externe Justierung, Kühlung Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	4144	1		s8	-10	10	0
Externe Justierung, Kühlung Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	4145	1		s8	-10	10	0
Externe Justierung mit Raumfühler, Kühlung Klimatisierungssystem 8	MODBUS_HOLDING_REGISTER	4146	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler, Kühlung Klimatisierungssystem 7	MODBUS_HOLDING_REGISTER	4147	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler, Kühlung Klimatisierungssystem 6	MODBUS_HOLDING_REGISTER	4148	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler, Kühlung Klimatisierungssystem 5	MODBUS_HOLDING_REGISTER	4149	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler, Kühlung Klimatisierungssystem 4	MODBUS_HOLDING_REGISTER	4150	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler, Kühlung Klimatisierungssystem 3	MODBUS_HOLDING_REGISTER	4151	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler, Kühlung Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	4152	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler, Kühlung Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	4153	10	°C	s16	50	300	200
id:6917	MODBUS_HOLDING_REGISTER	4072	1		s16	0	200	1
id:6918	MODBUS_HOLDING_REGISTER	4073	1		s16	0	20	1
id:6920	MODBUS_HOLDING_REGISTER	4074	1		s16	0	20	0
id:6921	MODBUS_HOLDING_REGISTER	4075	1		s16	1	100	15
id:6922	MODBUS_HOLDING_REGISTER	4154	10		s16	0	200	30
id:6923	MODBUS_HOLDING_REGISTER	4155	1		s16	0	20	2
Sperrbereich 1 (EB102)	MODBUS_HOLDING_REGISTER	4164	1		u8	0	1	0
Sperrbereich 1 (EB103)	MODBUS_HOLDING_REGISTER	4165	1		u8	0	1	0
Sperrbereich 1 (EB104)	MODBUS_HOLDING_REGISTER	4166	1		u8	0	1	0
Sperrbereich 1 (EB105)	MODBUS_HOLDING_REGISTER	4167	1		u8	0	1	0
Sperrbereich 1 (EB106)	MODBUS_HOLDING_REGISTER	4168	1		u8	0	1	0
Sperrbereich 1 (EB107)	MODBUS_HOLDING_REGISTER	4169	1		u8	0	1	0
Sperrbereich 1 (EB108)	MODBUS_HOLDING_REGISTER	4170	1		u8	0	1	0
id:6977	MODBUS_HOLDING_REGISTER	4201	1		u8	0	100	0
Leistung bei NAT, manueller Wert	MODBUS_HOLDING_REGISTER	4200	1		u8	0	1	0
Blockierung Maßnahmen (ERS 3)	MODBUS_HOLDING_REGISTER	4100	1		u8	0	2	2
Blockierung Maßnahmen (ERS 4)	MODBUS_HOLDING_REGISTER	4101	1		u8	0	2	2
id:7048	MODBUS_HOLDING_REGISTER	5227	1		u8	0	1	0
id:7122	MODBUS_INPUT_REGISTER	2401	10	V	s8	0	0	0
id:7123	MODBUS_INPUT_REGISTER	2402	10	V	s8	0	0	0
id:7124	MODBUS_INPUT_REGISTER	2403	10	V	s8	0	0	0
id:7125	MODBUS_INPUT_REGISTER	2404	10	V	s8	0	0	0
id:7126	MODBUS_INPUT_REGISTER	2405	10	V	s8	0	0	0
id:7127	MODBUS_INPUT_REGISTER	2406	10	V	s8	0	0	0
id:7128	MODBUS_INPUT_REGISTER	2407	10	V	s8	0	0	0
id:7130	MODBUS_HOLDING_REGISTER	5433	1		u8	0	1	0
id:7138	MODBUS_HOLDING_REGISTER	5441	1	%	u8	0	100	70
id:7139	MODBUS_HOLDING_REGISTER	5442	1		u8	0	1	0
id:7140	MODBUS_HOLDING_REGISTER	5443	1		u8	0	1	0
id:7141	MODBUS_HOLDING_REGISTER	5444	1	%	u8	0	100	70
id:7142	MODBUS_HOLDING_REGISTER	5445	1		u8	0	1	0
id:7143	MODBUS_HOLDING_REGISTER	5446	1		u8	0	1	0
id:7144	MODBUS_HOLDING_REGISTER	5447	1	%	u8	0	100	70
id:7145	MODBUS_HOLDING_REGISTER	5448	1		u8	0	1	0
id:7146	MODBUS_HOLDING_REGISTER	5449	1		u8	0	1	0
id:7147	MODBUS_HOLDING_REGISTER	5450	1	%	u8	0	100	70
id:7148	MODBUS_HOLDING_REGISTER	5451	1		u8	0	1	0
id:7149	MODBUS_HOLDING_REGISTER	5452	1		u8	0	1	0
id:7150	MODBUS_HOLDING_REGISTER	5453	1	%	u8	0	100	70
id:7176	MODBUS_HOLDING_REGISTER	5455	1		u8	0	1	0
Nachtabsenkung 1	MODBUS_HOLDING_REGISTER	2955	1		u8	0	1	0
Starttemperatur Nachtabsenkung 1	MODBUS_HOLDING_REGISTER	2942	1	°C	u8	20	30	25
Nachtabsenkung Diff	MODBUS_HOLDING_REGISTER	2943	1	°C	u8	3	10	6
Startzeit BWZ Periode 1	MODBUS_HOLDING_REGISTER	5409	1		-	-	-	-
Startzeit BWZ Periode 2	MODBUS_HOLDING_REGISTER	5413	1		-	-	-	-
Startzeit BWZ Periode 3	MODBUS_HOLDING_REGISTER	5417	1		-	-	-	-
Stoppzeit BWZ Periode 1	MODBUS_HOLDING_REGISTER	5421	1		-	-	-	-
Stoppzeit BWZ Periode 2	MODBUS_HOLDING_REGISTER	5425	1		-	-	-	-
Stoppzeit BWZ Periode 3	MODBUS_HOLDING_REGISTER	5429	1		-	-	-	-
id:7855	MODBUS_HOLDING_REGISTER	5241	1		u8	0	1	0
id:7856	MODBUS_HOLDING_REGISTER	5242	1		u8	0	1	0
id:7857	MODBUS_HOLDING_REGISTER	5243	1		u8	0	1	0
id:7943	MODBUS_INPUT_REGISTER	2399	10	%	u16	0	0	0
id:7944	MODBUS_INPUT_REGISTER	2400	10	%	u16	0	0	0
id:8002	MODBUS_HOLDING_REGISTER	1996	1	%	s8	-15	10	-3
id:8003	MODBUS_HOLDING_REGISTER	1997	1	%	u8	1	254	65
Min. zulässige Drehzahl (EB101 GP12)	MODBUS_HOLDING_REGISTER	5352	1	%	u8	1	50	1
Start Enteisung Ventilator (EB101)	MODBUS_HOLDING_REGISTER	5360	1		s8	0	1	0
Defrost Requested EB101	MODBUS_HOLDING_REGISTER	5368	1		s8	0	1	0
System 1 (RMU)	MODBUS_HOLDING_REGISTER	176	1		u8	0	1	0
System 2 (RMU)	MODBUS_HOLDING_REGISTER	177	1		u8	0	1	0
System 3 (RMU)	MODBUS_HOLDING_REGISTER	178	1		u8	0	1	0
System 4 (RMU)	MODBUS_HOLDING_REGISTER	179	1		u8	0	1	0
System 4 (RMU)	MODBUS_HOLDING_REGISTER	1998	1		u8	0	1	0
System 4 (RMU)	MODBUS_HOLDING_REGISTER	1999	1		u8	0	1	0
System 4 (RMU)	MODBUS_HOLDING_REGISTER	2000	1		u8	0	1	0
System 4 (RMU)	MODBUS_HOLDING_REGISTER	2001	1		u8	0	1	0
id:8302	MODBUS_HOLDING_REGISTER	5388	1		u8	0	0	0
id:8982	MODBUS_HOLDING_REGISTER	5390	1		u8	0	0	0
Startassistent wurde ausgeführt	MODBUS_HOLDING_REGISTER	2742	1		u8	0	1	1
Tonsignal bei Alarm	MODBUS_HOLDING_REGISTER	5326	1		u8	0	1	1
Ton bei Tastendruck	MODBUS_HOLDING_REGISTER	5327	1		u8	0	1	1
BT12 Offset Wärmepumpe 1	MODBUS_HOLDING_REGISTER	5328	10	°C	s8	-50	50	0
Heizung, autom.	MODBUS_HOLDING_REGISTER	3059	1		u8	0	1	1
Faktor	MODBUS_HOLDING_REGISTER	3033	1		u8	1	10	5
id:10881	MODBUS_HOLDING_REGISTER	3062	1		u8	0	1	0
id:10890	MODBUS_HOLDING_REGISTER	3063	1		u8	0	1	0
Brauchwasser Start (BT5)	MODBUS_INPUT_REGISTER	2014	10	°C	s16	0	0	0
id:12332	MODBUS_HOLDING_REGISTER	2767	1		s16	-32768	32767	-32768
id:12333	MODBUS_HOLDING_REGISTER	2768	1		s16	-32768	32767	-32768
id:12334	MODBUS_HOLDING_REGISTER	2769	1		s16	-32768	32767	-32768
id:12335	MODBUS_HOLDING_REGISTER	2770	1		s16	-32768	32767	-32768
id:12336	MODBUS_HOLDING_REGISTER	2771	1		s16	-32768	32767	-32768
id:12337	MODBUS_HOLDING_REGISTER	2772	1		s16	-32768	32767	-32768
id:12338	MODBUS_HOLDING_REGISTER	2773	1		s16	-32768	32767	-32768
id:12339	MODBUS_HOLDING_REGISTER	2774	1		s16	-32768	32767	-32768
id:12340	MODBUS_HOLDING_REGISTER	2775	1		s16	-32768	32767	-32768
id:12341	MODBUS_HOLDING_REGISTER	2776	1		s16	-32768	32767	-32768
id:12342	MODBUS_HOLDING_REGISTER	2777	1		s16	-32768	32767	-32768
id:12343	MODBUS_HOLDING_REGISTER	2778	1		s16	-32768	32767	-32768
id:12344	MODBUS_HOLDING_REGISTER	2779	1		s16	-32768	32767	-32768
id:12345	MODBUS_HOLDING_REGISTER	2780	1		s16	-32768	32767	-32768
id:12346	MODBUS_HOLDING_REGISTER	2781	1		s16	-32768	32767	-32768
id:12347	MODBUS_HOLDING_REGISTER	2782	1		s16	-32768	32767	-32768
id:12348	MODBUS_HOLDING_REGISTER	2783	1		s16	-32768	32767	-32768
id:12349	MODBUS_HOLDING_REGISTER	2784	1		s16	-32768	32767	-32768
id:12350	MODBUS_HOLDING_REGISTER	2785	1		s16	-32768	32767	-32768
id:12351	MODBUS_HOLDING_REGISTER	2786	1		s16	-32768	32767	-32768
id:12352	MODBUS_HOLDING_REGISTER	2787	1		s16	-32768	32767	-32768
id:12353	MODBUS_HOLDING_REGISTER	2788	1		s16	-32768	32767	-32768
id:12354	MODBUS_HOLDING_REGISTER	2789	1		s16	-32768	32767	-32768
id:12355	MODBUS_HOLDING_REGISTER	2790	1		s16	-32768	32767	-32768
id:12356	MODBUS_HOLDING_REGISTER	2791	1		s16	-32768	32767	-32768
id:12357	MODBUS_HOLDING_REGISTER	2792	1		s16	-32768	32767	-32768
id:12358	MODBUS_HOLDING_REGISTER	2793	1		s16	-32768	32767	-32768
id:12359	MODBUS_HOLDING_REGISTER	2794	1		s16	-32768	32767	-32768
id:12360	MODBUS_HOLDING_REGISTER	2795	1		s16	-32768	32767	-32768
id:12361	MODBUS_HOLDING_REGISTER	2796	1		s16	-32768	32767	-32768
id:12362	MODBUS_HOLDING_REGISTER	2797	1		s16	-32768	32767	-32768
id:12363	MODBUS_HOLDING_REGISTER	2798	1		s16	-32768	32767	-32768
id:12364	MODBUS_HOLDING_REGISTER	2799	1		s16	-32768	32767	-32768
id:12365	MODBUS_HOLDING_REGISTER	2800	1		s16	-32768	32767	-32768
id:12366	MODBUS_HOLDING_REGISTER	2801	1		s16	-32768	32767	-32768
id:12367	MODBUS_HOLDING_REGISTER	2802	1		s16	-32768	32767	-32768
id:12368	MODBUS_HOLDING_REGISTER	2803	1		s16	-32768	32767	-32768
id:12369	MODBUS_HOLDING_REGISTER	2804	1		s16	-32768	32767	-32768
id:12370	MODBUS_HOLDING_REGISTER	2805	1		s16	-32768	32767	-32768
id:12371	MODBUS_HOLDING_REGISTER	2806	1		s16	-32768	32767	-32768
id:12372	MODBUS_HOLDING_REGISTER	2807	1		s16	-32768	32767	-32768
id:12373	MODBUS_HOLDING_REGISTER	2808	1		s16	-32768	32767	-32768
id:12374	MODBUS_HOLDING_REGISTER	2809	1		s16	-32768	32767	-32768
id:12375	MODBUS_HOLDING_REGISTER	2810	1		s16	-32768	32767	-32768
id:12376	MODBUS_HOLDING_REGISTER	2811	1		s16	-32768	32767	-32768
id:12377	MODBUS_HOLDING_REGISTER	2812	1		s16	-32768	32767	-32768
id:12378	MODBUS_HOLDING_REGISTER	2813	1		s16	-32768	32767	-32768
id:12379	MODBUS_HOLDING_REGISTER	2814	1		s16	-32768	32767	-32768
id:12380	MODBUS_HOLDING_REGISTER	2815	1		s16	-32768	32767	-32768
id:12381	MODBUS_HOLDING_REGISTER	2816	1		s16	-32768	32767	-32768
id:12382	MODBUS_HOLDING_REGISTER	2817	1		s16	-32768	32767	-32768
id:12383	MODBUS_HOLDING_REGISTER	2818	1		s16	-32768	32767	-32768
id:12384	MODBUS_HOLDING_REGISTER	2819	1		s16	-32768	32767	-32768
Periode	MODBUS_HOLDING_REGISTER	3088	1		u8	0	1	0
Anzahl Jahre	MODBUS_HOLDING_REGISTER	3089	1		u8	1	10	1
Monate	MODBUS_HOLDING_REGISTER	3090	1		u32	0	4095	4095
id:12388	MODBUS_HOLDING_REGISTER	5307	1		u8	0	0	0
Aktive Tage	MODBUS_HOLDING_REGISTER	3066	1		u8	0	127	0
Aktive Tage	MODBUS_HOLDING_REGISTER	3067	1		u8	0	127	0
Aktive Tage	MODBUS_HOLDING_REGISTER	3068	1		u8	0	127	0
Aktive Tage	MODBUS_HOLDING_REGISTER	3069	1		u8	0	127	0
Aktive Tage	MODBUS_HOLDING_REGISTER	3070	1		u8	0	127	0
Startzeit	MODBUS_HOLDING_REGISTER	5393	1		-	-	-	-
Startzeit	MODBUS_HOLDING_REGISTER	5397	1		-	-	-	-
Stoppzeit	MODBUS_HOLDING_REGISTER	5401	1		-	-	-	-
id:12650	MODBUS_HOLDING_REGISTER	3104	1		-	-	-	-
id:12651	MODBUS_HOLDING_REGISTER	3144	1		-	-	-	-
id:12652	MODBUS_HOLDING_REGISTER	3184	1		-	-	-	-
id:12653	MODBUS_HOLDING_REGISTER	3224	1		-	-	-	-
id:12654	MODBUS_HOLDING_REGISTER	3264	1		-	-	-	-
id:12655	MODBUS_HOLDING_REGISTER	3304	1		-	-	-	-
id:12656	MODBUS_HOLDING_REGISTER	3344	1		-	-	-	-
id:12657	MODBUS_HOLDING_REGISTER	3384	1		-	-	-	-
id:12658	MODBUS_HOLDING_REGISTER	3424	1		-	-	-	-
id:12659	MODBUS_HOLDING_REGISTER	3464	1		-	-	-	-
id:12660	MODBUS_HOLDING_REGISTER	3504	1		-	-	-	-
id:12661	MODBUS_HOLDING_REGISTER	3544	1		-	-	-	-
id:12662	MODBUS_HOLDING_REGISTER	3584	1		-	-	-	-
id:12663	MODBUS_HOLDING_REGISTER	3624	1		-	-	-	-
id:12664	MODBUS_HOLDING_REGISTER	3664	1		-	-	-	-
id:12665	MODBUS_HOLDING_REGISTER	3704	1		-	-	-	-
id:12666	MODBUS_HOLDING_REGISTER	3744	1		-	-	-	-
id:12667	MODBUS_HOLDING_REGISTER	3784	1		-	-	-	-
id:12668	MODBUS_HOLDING_REGISTER	3824	1		-	-	-	-
id:12669	MODBUS_HOLDING_REGISTER	3864	1		-	-	-	-
id:12670	MODBUS_HOLDING_REGISTER	3904	1		-	-	-	-
id:12671	MODBUS_HOLDING_REGISTER	2978	1		u8	0	3	0
id:12672	MODBUS_HOLDING_REGISTER	2979	1		u8	0	3	0
id:12673	MODBUS_HOLDING_REGISTER	2980	1		u8	0	3	0
id:12674	MODBUS_HOLDING_REGISTER	2981	1		u8	0	3	0
id:12675	MODBUS_HOLDING_REGISTER	2982	1		u8	0	3	0
id:12676	MODBUS_HOLDING_REGISTER	2983	1		u8	0	3	0
id:12677	MODBUS_HOLDING_REGISTER	2984	1		u8	0	3	0
id:12678	MODBUS_HOLDING_REGISTER	2985	1		u8	0	3	0
id:12679	MODBUS_HOLDING_REGISTER	2986	1		u8	0	15	0
id:12680	MODBUS_HOLDING_REGISTER	2987	1		u8	0	15	0
id:12681	MODBUS_HOLDING_REGISTER	2988	1		u8	0	15	0
id:12682	MODBUS_HOLDING_REGISTER	2989	1		u8	0	15	0
id:12683	MODBUS_HOLDING_REGISTER	2990	1		u8	0	15	0
id:12684	MODBUS_HOLDING_REGISTER	2991	1		u8	0	15	0
id:12685	MODBUS_HOLDING_REGISTER	2992	1		u8	0	15	0
id:12686	MODBUS_HOLDING_REGISTER	2993	1		u8	0	15	0
id:12687	MODBUS_HOLDING_REGISTER	2994	1		u8	0	15	0
id:12688	MODBUS_HOLDING_REGISTER	2995	1		u8	0	15	0
id:12689	MODBUS_HOLDING_REGISTER	2996	1		u8	0	15	0
id:12690	MODBUS_HOLDING_REGISTER	2997	1		u8	0	15	0
id:12691	MODBUS_HOLDING_REGISTER	2998	1		u8	0	3	0
id:12692	MODBUS_HOLDING_REGISTER	3944	1		u32	0	0	0
id:12693	MODBUS_HOLDING_REGISTER	3946	1		u32	0	0	0
id:12694	MODBUS_HOLDING_REGISTER	3948	1		u32	0	0	0
id:12695	MODBUS_HOLDING_REGISTER	3950	1		u32	0	0	0
id:12696	MODBUS_HOLDING_REGISTER	3952	1		u32	0	0	0
id:12697	MODBUS_HOLDING_REGISTER	3954	1		u32	0	0	0
id:12698	MODBUS_HOLDING_REGISTER	3956	1		u32	0	0	0
id:12699	MODBUS_HOLDING_REGISTER	3958	1		u32	0	0	0
